,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-0.13622375,0.023932138,-0.4087845,0.12119894,-0.14047481,0.1009259,-0.010583125,0.23524672,-0.20091484,0.043335233,0.20118071,-0.055502605,-0.24128392,-0.5200878,0.04711752,0.2504486,0.09980619,-0.07250823,0.17417419,0.2157058,-0.26037833,-0.49352774,-0.04573343,-0.025135359,-0.16270618,-0.48148534,-0.89896375,-0.19842926,-0.22408567,-0.3305507,0.039486516,0.0056888247,0.043625444,0.20391703,-0.2866833,-0.8161724,-0.37181592,0.094744295,0.05370323,0.13148227,-0.17233844,0.48494688,0.07173011,-0.38707852,-0.40723565,0.22244722,0.17776914,0.14256953,0.13815144,-0.39603847,0.11234799,0.050294507,0.294493,0.14339617,0.10672829,0.3640887,0.22621928,0.042124912,0.0007465083,0.105859086,-0.08588667,0.2202689,0.03576498,-0.04105413,0.14783257,0.021406924,-0.52477556,0.27746847,-0.642129,0.074075624,-0.0160884,0.06732921,-0.016594755,-0.14395897,-0.23215687,-0.06312653,-0.04889636,0.1641934,-0.32308173,-0.31796417,-0.33289385,0.052137714,-0.10415519,-0.79047817,-0.03539338,-0.60138524,0.009563694,-0.37318215,-0.07047012,-0.202075,-0.30704394,0.3381046,-0.017389549,0.14564383,0.07201149,-0.48977116,0.16039082,-0.060540047,-0.34187755,0.3419567,-0.7229176,0.24685912,0.038425907,0.05851611,0.024534602,-0.7918377,-0.35735306,0.008113963,-0.3047967,0.08794759,0.1978305,0.067796685,-0.83453774,0.3449469,-0.3419431,-0.26089275,-0.11608026,0.3438548,-0.07053232,-0.060767703,0.25618908,-0.73676986,0.058424518,-0.083516926,0.10895728,-0.26982012,0.3394247,0.065464854
1,0.048786465,0.0005937226,-0.058469463,-0.89566964,-0.67095435,-0.5390992,-0.21544172,0.042527493,-0.21318662,0.035944745,-0.5736572,-0.32244524,0.04743568,0.08758139,-0.91716295,-0.5837413,-0.16488764,0.066133894,0.21195161,-0.624447,-0.0010778701,0.12815313,0.2359307,-0.39325714,0.010488644,0.06606074,0.15176117,0.117811225,0.0033571895,0.003654461,0.14295878,-0.05776506,-0.028131219,0.021383494,0.036584042,0.0933106,0.045534622,-0.0546982,-0.19425926,-0.03535033,-0.14324228,-0.29596275,-0.49579376,0.15331078,0.13145539,-0.1447511,0.07191346,-0.009636564,0.028765932,-0.019923143,0.00475708,-0.23771952,0.010908831,0.06338533,-0.03126954,-0.27548823,0.10255807,-0.45132652,-0.5148262,0.0037925784,-0.56971925,-0.09756497,-0.32536513,-0.7554987,-0.7977265,-0.1623991,0.06027197,-0.10399119,0.009785604,-0.047167614,0.047693864,-0.13850302,0.09077801,0.108795136,0.21965007,0.037795413,-0.013809474,-0.0018713436,0.21507296,-0.0416198,-0.48912087,0.07535163,-0.056289658,0.09791918,-0.5397132,0.20224333,-0.08959881,0.12115305,-0.26065975,0.1377384,0.16796295,-0.02940712,0.074843735,-0.011953782,0.16677141,0.012881755,0.019024659,-0.28286698,0.18938036,-0.02413264,0.07845709,-0.18106453,-0.1982197,-0.3900501,0.13654183,-0.20248893,0.07136223,-0.8375128,0.23163354,-0.14241298,0.13870804,-0.110871635,0.05991451,0.123645745,-0.07348916,0.013104348,-0.12656724,0.12902832,-0.79128486,-0.18572557,-0.5276408,0.018185135,-0.44293016,-0.12221102,-0.7489808,0.034693036,-0.26462966,-0.15251012
2,-0.4572362,0.13403077,0.05346382,0.15053158,0.18910556,0.23932943,0.15734965,-0.13879795,-0.81802213,-0.040447183,0.06662128,-0.52142406,-0.128199,-0.18087949,0.20865841,0.40398765,-0.04006929,0.06885937,-0.23116682,0.24706395,0.16942443,-0.25832233,-0.036404625,0.44889316,0.12288877,-0.5041563,-0.39130634,-0.11647908,-0.09696096,0.20837355,0.18076123,-0.34616533,-0.5587292,-0.05362272,-0.50987923,0.073518254,-0.24238841,0.029455528,-0.4994522,-0.19143228,-0.42102295,0.1690068,-0.17120773,0.14670359,-0.0053811264,-0.033985596,0.20798486,-0.24457611,-0.13493744,-0.052560955,0.13912992,-0.4838425,-0.19052887,-0.1939708,0.105833925,0.10352835,-0.09647914,0.35534075,0.18701331,-0.5178989,-0.14469625,-0.2308085,0.18964875,-0.46459886,0.20340084,0.29308715,-0.4788838,0.062854394,-0.18105923,-0.6571511,-0.7007488,-0.21387017,0.061012674,0.105363265,-0.090627804,-0.014437958,-0.15843996,0.45366362,-0.15257013,-0.29687956,0.14588669,0.16961542,-0.071129344,0.15173772,-0.10453602,-0.4126744,-0.04601485,-0.33058205,-0.3507371,0.13473111,0.18252836,0.0896316,0.08088687,0.08420447,0.18528815,-0.076199286,0.15359926,0.14182599,-0.35357508,0.04665383,-0.061592866,0.19585454,0.07354455,0.09421464,0.08368268,-0.30065846,-0.018493744,-0.34973127,-0.38735068,0.061615445,0.0507255,0.25901064,-0.21447724,0.1538831,0.03902785,-0.21430162,-0.00029660118,-0.17372134,0.11410842,-0.694687,-0.17987978,-0.9125006,0.19155848,-0.20658913,0.08709836,-0.2850294,-0.5849413,0.015900949
3,0.24047242,-0.1845705,0.103660904,-0.2584719,-0.04141439,0.013549189,0.052362297,0.25202438,0.16682257,-0.18473072,-0.11481748,0.1956976,0.12576702,-0.31862232,-0.7168753,0.006803749,0.29687446,0.050114356,0.28711355,0.047991306,0.24277712,-0.24571091,0.2971722,-0.39087874,-0.19138919,0.31016007,0.07268749,0.124150686,-0.16682757,0.006938891,-0.19891842,0.060507175,-0.055287037,0.018289898,0.31688723,-0.38325667,0.17735568,0.23819381,0.19857459,0.002585083,-0.48465058,-0.008014846,-0.10904345,-0.31383863,0.075654365,0.07633114,0.07024172,0.322016,0.19370426,-0.14524817,0.11973074,0.18882349,0.018141132,0.012981754,-0.04577847,0.13644686,0.30284673,-0.107270814,0.1509527,-0.28055933,-0.49501768,-0.26136896,0.07828173,0.0011136013,-0.2759307,0.058146082,-0.010244232,0.0062553734,0.11613306,0.09547774,0.02956176,0.1971969,-0.20255655,-0.15678333,0.19015431,0.17901814,0.292015,-0.47238234,0.3549761,0.2179849,-0.5148047,-0.004441588,-0.6904807,-0.17607838,-0.11707497,0.29529092,0.037939914,-0.033589974,0.18732587,-0.12608214,-0.45071864,0.22560714,0.068976104,-0.05617805,-0.43076685,0.03779832,0.012922602,-0.013308601,-0.015494194,0.13202429,-0.14742263,-0.21691516,0.06447563,-0.3754964,-0.11668979,-0.14428906,0.09924005,-0.68802625,0.06748373,0.0973075,0.068654686,-0.023811905,-0.36907202,-0.07017902,0.0011190719,0.06613162,0.23369382,-0.020886956,-0.71146935,-0.08004698,-0.015274371,0.09407112,0.1652868,-0.09206833,-0.28453895,0.29607758,0.074339084,-0.0016019901
4,0.016291821,-0.2668637,0.017537134,-0.025513088,0.27639872,-0.03490414,-0.07457913,-0.091699034,0.050526854,0.15648983,0.061122257,-0.056822766,0.009193676,-0.23344147,-0.1627813,-0.2323223,-0.020320876,0.1922966,-0.03316139,-0.5709344,-0.56580716,0.14978562,-0.41606048,0.0764567,0.01794857,0.12144006,-0.285082,-0.2080834,-0.054933645,-0.019709188,0.024304653,-0.61815727,0.1744614,0.049836773,-0.012869484,-0.11139503,-0.005645953,-0.0027847474,-0.17954907,0.04893502,-0.018565258,0.2578765,-0.6686809,-0.535215,-0.10296999,0.26061302,-0.19179396,0.2675224,-0.026292203,0.31154278,-0.38535333,-0.5230901,-0.49750632,0.084072486,0.22185883,0.06836234,0.08585307,-0.32437503,-0.07772185,0.078171,-0.42213735,-0.13115957,0.04398268,-0.16432577,-0.1115168,0.2770767,0.19573995,0.08576033,-0.12908755,-0.12714133,0.101557314,-0.43524763,0.24111584,-0.036920257,-0.11300954,-0.47683442,0.058296114,-0.28110746,0.11301128,0.17828478,0.03208637,-0.1292668,-0.51769465,-0.5454591,-0.2051683,0.109028265,-0.01933429,0.20599101,0.10666866,0.15528889,0.05533074,-0.04411158,0.3618366,-0.5529352,0.13453083,-0.38602313,0.16192108,0.084595874,-0.09814304,0.18608756,-0.1928425,0.12002093,-0.15859029,0.16757688,-0.64719564,-0.2515851,0.01655055,-0.5810925,0.04888447,-0.001183914,-0.19047454,0.12324912,-0.135485,0.01245112,0.29414776,0.06057723,0.05157813,-0.018436003,-0.63599485,-0.2156995,-0.057590045,0.045635384,0.29610547,0.20571879,0.017471181,0.07961421,-0.004240091,0.11449553
5,-0.04701419,-0.09378068,0.1223384,0.010583452,-0.30651018,-0.41850454,-0.43534663,-0.13523668,-0.16997318,-0.076660775,0.10099814,-0.24561985,0.14307195,-0.15000594,-0.06424555,-0.28441733,-0.0035542238,0.13890749,-0.2537563,-0.20347841,-0.080026396,-0.024003474,0.0692597,-0.26712164,-0.23846549,0.050693385,0.14416115,-0.14754888,0.23409773,-0.084789574,-0.5065612,0.111964054,-0.1087632,-0.12871692,-0.17917447,-0.061601736,0.01221053,-0.43989065,-0.2101109,-0.3294955,-0.007252777,-0.01378971,-0.119144745,0.016292473,0.026628578,0.027116025,-0.070712075,-0.28081334,-0.11753814,-0.030158447,0.15659468,0.10851729,0.00438315,-0.09021765,0.040695738,-0.76669204,-0.018150924,-0.07586831,-0.4954876,-0.11609592,-0.12778942,-0.017466476,-0.26994967,-0.1767748,-0.2055503,0.02451303,0.07792954,-0.49891773,0.22375487,-0.28410733,-0.27199242,0.17266552,-0.20029095,0.035615273,0.0885111,0.16360645,-0.2120561,-0.18162383,-0.0680568,0.0518522,-0.04362033,-0.01957663,0.03495876,0.19805326,-0.25165954,0.035035867,-0.08547253,0.033969823,-0.4044197,0.05306117,-0.13448614,-0.24715364,-0.055947084,0.054841533,0.049799006,0.027844176,-0.25637352,-0.07325246,-0.058024824,-0.20621459,0.2775463,-0.0014185851,-0.245995,-0.24642299,-0.02526716,-0.03442938,0.16029063,-0.25196615,0.0058213864,-0.7773096,-0.065462366,0.14152661,0.10555737,-0.005603768,-0.055744667,-0.28432032,-0.4009342,0.055708334,-0.10948672,-0.41589573,-0.23600222,-0.075475566,-0.4460816,-0.17082211,-0.053408135,-0.0076704407,-0.16514939,-0.0044859825
6,0.08795545,-0.0762221,-0.002398452,0.04001207,-0.04925494,0.26943186,0.23430546,0.31766075,-0.131642,-0.14306606,0.1929249,-0.14044525,-0.17785554,0.13916199,0.015547934,-0.8913293,-0.072374225,-0.28885537,-0.034554757,0.09605171,0.20933215,0.12867925,-0.64554185,-0.0368957,-0.010182628,-0.21989432,-0.0756298,0.21320505,0.08480121,-0.038948104,-0.5510682,-0.13384122,-0.17877455,-0.54596084,-0.20897037,0.10012482,-0.22902639,-0.11275263,-0.0125434045,-0.093570836,-0.027554516,0.012000817,0.01583125,-0.23859388,-0.28299192,0.039040715,-0.33683637,0.091090836,-0.39921013,0.38384396,-0.70354867,-0.048851166,-0.27796796,0.14609708,-0.20212232,-0.58506876,0.026294334,-0.10022471,-0.00015610462,-0.004789156,-0.034097586,0.009518939,-0.2963187,0.023456682,-0.11373718,0.37157574,-0.14606631,-0.62829256,0.043658275,-0.11828655,0.17319381,-0.22571895,-0.013535194,-0.06713817,-0.37074614,-0.3479196,0.13786581,-0.7004847,-0.5824711,-0.1833405,0.0995224,-0.43412125,-0.16620159,0.0007823942,0.24411039,-0.55501795,0.3552834,0.2924274,0.049493983,-0.26665226,0.031358037,0.18442634,-0.41197532,-0.72052443,0.1735991,-0.27884123,0.10690547,0.24837689,-0.32764068,-0.017145159,-0.20956625,0.015779532,-0.23569448,0.14408347,-0.4334111,0.07046407,0.12708066,-0.02638244,-0.47667876,-0.79034793,-0.6160038,-0.16543707,0.0360481,-0.5845207,-0.1363381,-0.49710107,0.14319924,-0.2249938,0.06318137,-0.17115286,0.33736446,0.075659536,0.080824114,-0.044329725,0.12434551,-0.035888262,0.054143257,-0.38773146
7,-0.08664046,0.15539889,-0.25878584,-0.03532877,-0.02262172,-0.007094712,-0.08349541,-0.26482877,-0.18542407,0.27695414,0.21564488,-0.094088055,-0.23450093,0.22339587,0.0879737,-0.34146088,-0.17867392,0.124327466,-0.073304854,0.104687475,-0.06734528,-0.019875532,-0.4787286,-0.11400397,-0.3132165,0.0020066572,-0.13851762,-0.15787867,0.23757605,0.10281559,-0.16286922,-0.17585999,-0.08010798,-0.3000697,-0.003016196,0.16550648,-0.30246288,-0.10169958,-0.14646454,-0.07859299,0.1603313,0.27611363,0.15302232,-0.18703398,0.016026778,0.10009568,-0.09481662,-0.43876013,-0.10309273,0.32964846,0.03580006,-0.07459248,-0.23291758,-0.23287547,0.18909791,-0.3549827,-0.22748624,-0.1153674,-0.48295698,0.08478858,0.06375544,-0.21802233,-0.24747863,-0.024200747,-0.11091847,-0.2515444,0.011496943,-0.04203374,-0.16169558,-0.09797895,0.2149326,-0.04783749,0.097158276,-0.11104824,-0.22775103,-0.06292203,-0.05609824,0.114246815,-0.21953586,-0.5607074,0.34851697,-1.003012,-0.009543002,0.25970408,0.11274476,-0.17230673,0.057822753,0.30415452,-0.02984877,0.019052118,0.14289156,-0.11402947,-0.049723484,0.025450416,0.16589014,0.09843545,-0.41605544,-0.030142479,0.12524758,-0.8269594,0.16742375,-0.20223984,-0.054672644,-0.15533613,-0.38357326,0.034594838,0.17042032,0.04874458,-0.041078284,-0.20487426,-0.14609453,-0.37163368,-0.011281532,-0.65610725,-0.06968468,0.04845261,-0.3286867,-0.5059922,0.052739274,-0.16864598,0.19060268,0.0037325483,0.015115961,-0.06367929,-0.16615386,-0.040012594,-0.23717336,0.24734542
8,0.12978883,-0.12631635,-0.060520466,0.10525573,0.1731719,0.34315884,0.010542934,-0.058233567,0.0911512,-0.024452236,0.062961236,-0.03228559,0.29576054,0.18757229,-0.09016719,-0.06744335,-0.40697575,0.08419913,-0.09228416,0.002169584,0.10634849,0.4580726,-0.06869773,0.34321305,0.33722487,-0.26886207,0.085582785,0.079549015,-0.20276313,0.16274191,0.2120669,0.16895156,0.0077936887,-0.85006,-0.1441604,0.111104414,-0.6039873,0.13187249,0.31220603,-0.14533989,-0.30883643,-0.038936198,-0.7002546,0.39323825,-0.2782997,-0.061810266,-0.89916754,0.16233453,-0.23236163,0.20362988,-0.45581982,0.044904258,0.18585442,0.15210174,-0.09325895,0.11377852,-0.20153233,-0.377461,0.3913529,-0.650337,-0.2642871,0.05202043,-0.23957662,0.12229208,-0.17313783,-0.06655355,0.051892262,0.12550338,-0.21402425,0.23656957,-0.27107632,-0.0003199522,0.2444532,0.37734517,-0.23891312,-0.46968126,0.2920918,-0.2585218,-0.05308061,-0.2542298,-0.060175013,-0.16903299,-0.18125032,0.06135819,0.067756444,-0.095416434,0.22475168,0.23384109,-0.15960543,0.23433417,0.46193367,0.33545545,-0.17286898,-0.5723911,0.08585812,-0.59081405,-0.030685492,0.377726,0.15645829,-0.3572488,-0.31551644,0.18277827,0.0033628482,0.23809172,-0.057728436,0.12748744,0.19048552,0.07044851,0.011311811,-0.039048657,-0.90106016,0.07894219,0.14200974,0.0048324517,0.0141158085,-0.026310585,0.21358512,-0.2691483,-0.08766042,0.15446016,0.015034717,0.053250335,0.16486901,-0.053824563,0.09059901,-0.051973276,0.107120015,-0.19963199
9,-0.20582135,0.27491438,-0.15777992,-0.0023099442,0.12973818,0.08501467,-0.093566544,-0.1177768,0.1181611,-0.20830818,0.13043334,0.039817307,0.06463227,0.2281393,0.22918682,0.12737344,-0.13695411,-0.23177187,-0.35509676,0.3267529,-0.16867942,-0.034084592,-0.26389426,0.0045913877,0.16757762,-0.6201936,-0.20089969,-0.31282473,-0.014510981,-0.31705844,0.15580781,-0.022375915,-0.039438006,-0.16505946,-0.46632344,-0.0013578329,-0.28566745,-0.20810722,-0.14840877,0.21397707,0.11928031,-0.16218483,-0.18466525,-0.016155351,0.040988065,-0.28441706,0.12326179,-0.15433054,0.18120654,0.29281107,-0.15951689,0.12532955,0.11920149,0.2376233,-0.1773388,0.24097933,-0.29736432,0.17309768,0.23750566,0.04922874,-0.15321988,0.14097363,-0.017103551,0.20565233,0.28486177,-0.58161366,-0.6994622,0.1386231,-0.27418664,0.19618644,0.12070348,0.2190688,0.090640344,0.027359499,0.15564175,-0.30786628,-0.09265337,0.10549207,-0.25736555,-0.06985333,0.0029565687,0.21388,0.08250695,0.19359373,0.2535885,-0.41521963,-0.06946697,0.06926799,-0.05524092,-0.56352305,-0.07622226,-0.27311146,-0.08880262,-0.04226835,0.18155926,-0.08247709,0.08487117,-0.39339486,-0.39301515,-0.030236943,-0.12745443,0.024248913,0.102332056,-0.016911097,-0.08119222,0.11275309,-0.23981151,0.03669805,-0.3046037,0.2118853,0.0971558,0.16420473,0.104300044,0.17848955,-0.052218873,-0.1951681,0.2593459,0.037660897,-0.049520444,0.15250766,-0.05561243,-0.3294699,-0.12563984,-0.47756153,0.07071269,-0.52936494,0.10852613,-0.34290493
