,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.042585466,0.09214393,0.25592107,0.17897548,-0.43606475,0.17298116,-0.22279777,0.016279124,-0.03857962,-0.1348477,-0.10041179,0.116099045,0.17472884,0.2841296,-0.18556044,0.36843407,-0.03723808,0.29317793,-0.23785484,-0.018950127,-0.036085024,0.05822841,0.03232154,0.06656877,-0.08501667,-0.19056872,-0.1726965,-0.08938362,-0.12072838,-0.6012314,-0.06328131,0.021355001,-0.059226688,-0.075684145,-0.43651184,-0.101141825,0.13906777,-0.21786682,0.26598388,-0.08230233,0.21739273,-0.09532381,0.029930562,-0.46770352,-0.21289034,0.25040206,-0.02565658,0.1213672,-0.07053032,-0.2958007,-0.83446765,-0.2702819,0.22414584,0.20571679,-0.12536043,-0.23070341,-0.7553842,-0.27200842,-0.7626051,0.38350832,-0.0048615974,0.23601112,-1.2096924,-0.215735
1,0.12930235,-1.0435033,-0.04663365,0.06962068,-0.24214424,-0.69568694,0.37546983,-0.73192877,0.032811183,0.31705984,-0.030347034,0.15895659,0.01833168,-0.05482039,0.020353043,0.30630445,-0.33447218,0.30185658,0.30603093,0.10674881,-0.39903578,0.11301298,0.16383293,-0.39408687,-0.14266984,0.19338432,0.2199268,0.4288306,0.0771303,-0.16223228,0.10256316,-0.030487716,-0.28976437,0.051815577,0.52838093,0.04283087,-0.06527861,-0.05224158,-1.2836138,-0.025332008,0.36049408,-0.18227558,0.56855184,0.10558759,-0.27198264,-0.23532747,-0.33549124,-0.09130977,0.25054517,-0.114565305,-0.13631046,-0.13861178,-0.26447016,0.10425028,-0.2353065,-0.6813962,-0.03670507,0.03581773,0.21873248,-0.20648395,-0.060943417,-0.38128144,0.48042652,-0.4331023
2,-0.07079967,0.25426978,0.04736729,0.017691769,-0.1987422,0.2592507,0.43696517,0.42176,0.16889769,0.5009909,0.03255392,-0.4089915,-0.38964406,0.174149,0.20408845,0.31904823,0.20356314,0.08630558,-0.16784869,-0.13768572,-0.46208283,0.29702488,0.1885584,-0.05153068,-0.27482212,-0.14629826,-0.25676918,0.6843757,-0.25604755,0.07326534,0.286672,-0.24418595,0.13690715,0.06222783,-0.03277689,-0.3477922,-0.30778563,0.5044632,0.29546648,-0.3575223,0.23645835,0.7122518,0.10429512,-0.18165158,0.060735773,0.31588554,0.2405392,-0.4018557,0.29208717,-0.35159218,0.3414184,-0.4809804,-0.07430554,-0.09413223,0.3410402,0.04057475,0.020713316,0.22855258,0.16490494,0.15958978,0.23173608,0.34466413,0.23442835,-0.25815946
3,-0.2566926,0.062222578,0.54262376,0.10850892,-0.11145564,-0.54594547,0.44810635,-0.12094684,-0.012563794,-0.828232,0.16923678,0.25435498,-0.40257332,-0.081846215,-0.123746224,-0.25721171,-0.09277916,-0.09915445,-0.023067476,-0.18074897,-0.16936904,0.24561022,0.13465765,0.10046167,0.2827997,-0.13891786,0.1904136,-0.013177744,0.12755594,0.2568939,0.18635127,-0.09302629,-0.30084026,0.13356262,0.02998831,0.029699301,0.27997512,-0.10173753,-0.19267194,0.42188448,-0.38158444,-0.3157659,0.3362808,-0.15478945,-0.15059525,-0.37770182,-1.2006416,0.1227174,0.26502168,-0.068203375,-0.5019019,-0.22038856,0.032941572,-0.20226642,-0.10542062,-0.19315803,0.11412656,0.0077309236,0.39026868,-0.43458265,0.0023757254,-0.47637597,0.43693188,-0.42454544
4,-0.577431,-0.03523772,0.20640838,-0.26788172,-0.2263195,0.15643896,-0.15086396,0.14714435,0.226387,0.11289596,0.17058522,0.39520812,-0.0720686,-0.33979943,0.07793353,-0.34808877,0.50343657,-0.11674464,0.25600305,0.36633486,0.1084012,0.04130889,0.14419156,-0.37714317,0.73040396,-0.33470684,0.1105366,0.575437,-0.6780422,0.17514594,0.080015674,0.29003865,0.3348397,0.032299872,-1.16472,-0.3545842,-0.032790717,0.07736398,-0.07359614,0.049152922,0.02161697,0.15237552,-0.11228257,-0.11564454,-0.22838105,-0.111893535,0.024887016,0.29544726,-0.50968915,0.3084845,-0.023478953,-0.26324064,-0.32956976,0.2186306,-0.1087947,-0.10305246,0.33758914,0.06362704,-0.17553258,0.2802821,0.05530047,0.3054782,0.048128482,-0.22789708
5,-0.13137951,-0.5302408,-0.015035157,0.28253514,-0.66648644,0.17188616,-0.21780857,-0.011128462,0.092777014,-0.0314106,0.09996166,0.19354862,0.056931537,0.17037146,-0.020851906,-0.12877019,-0.11724032,-0.19039084,-0.04984831,-0.06746756,0.11914417,-0.071696535,-0.1744952,-0.20305304,0.15945196,0.24643177,0.6377293,0.21505916,-0.7751625,0.40049517,-0.1416927,0.13528919,0.090054825,-0.19225626,-0.3102604,0.26930267,-0.23651734,-0.018779732,0.05304746,0.10233281,0.2860762,-0.13319533,-0.1672606,0.13880382,-1.2321744,-0.10235432,-0.80288476,-0.05783703,0.009619537,-0.36322102,0.103183396,0.13966112,0.38732794,-0.048089206,0.15096462,0.33479202,-0.38953838,-0.07729063,-0.23981537,-0.05134411,-0.08144007,-0.505286,-0.13588575,0.13785464
6,-0.01971175,0.019860238,-0.10040067,0.2232572,-0.6092387,0.16783229,0.14455238,0.29461297,0.4015207,0.34280783,0.21614079,-0.0966436,-0.093287416,0.073885545,0.07317196,-0.040663585,-0.22429368,0.12089176,0.13833669,0.22700605,-0.17853448,0.10048548,-0.098891094,0.23276828,-0.2369112,0.020264247,-0.023471214,0.47311646,0.114760526,0.30869868,0.057985485,-0.55025744,-0.18570828,-0.20479864,0.17295957,0.08723693,-1.2520719,0.16864154,0.28477916,0.21025468,0.24148989,0.42710626,0.17238662,0.22132957,-0.5877408,0.4097859,-0.39100987,0.42820582,0.018626437,-0.30989558,0.032505732,-0.2288131,0.28254554,0.24848486,-0.16217032,-0.10960633,-0.4126019,-0.10692694,-0.08463763,0.407069,0.20359962,-0.4082619,0.07537506,0.26240808
7,-0.31089368,0.13541284,0.1905771,0.47018248,-0.31421882,-0.092733786,-0.2558757,0.00018774327,-0.25734714,-0.25783092,-0.07017628,0.2027569,-0.32052276,0.37521377,0.05433151,0.16468588,-0.21849562,0.37267494,-0.00070297427,-0.18647224,-0.058001716,-0.40713033,-0.30142662,0.12188419,0.10525924,-0.11146535,-0.275457,0.59597796,-0.27846974,0.2910119,-0.24848291,-0.44343147,-0.041921988,-0.53863525,-0.382494,-0.1654153,0.13925871,-0.030367423,-0.09983547,-0.21033794,0.23415633,0.2112949,-0.14469683,0.23649067,-0.120548725,0.2336865,-0.09776962,-0.30311576,0.4955418,-0.6264025,0.082123965,0.1253337,0.08055325,0.021039883,-0.01321676,0.03822973,-0.41220224,0.18585892,-0.6682525,0.6780145,-0.1751416,0.05456445,-0.0794303,-0.1510404
8,-0.24772444,0.023698987,0.12842913,0.2235117,-0.17546737,0.3243184,-1.0387444,-0.14958584,0.016752576,-0.041129038,-0.5210406,0.20267363,-0.1882377,0.09614519,-0.28597552,0.20593378,-0.06457735,0.106028505,-0.016118811,-0.29665786,0.22544885,0.21113491,0.21590091,0.2672753,0.11346414,0.16538773,0.2535503,-0.0024888958,-0.39307764,0.07850857,-0.33309013,0.1398294,-0.21980579,0.12972434,-0.41671047,0.022590287,0.3257602,-0.03989568,-0.277547,-0.69919103,0.23721047,0.21517514,-0.21139148,-0.10151335,0.065746136,-0.09478933,0.019710463,-0.75571775,0.09897279,-0.4027165,0.33062184,-0.059613876,0.151873,-0.021351751,0.19995126,0.19352219,-0.45597517,0.18898691,-0.15909691,-0.067044735,0.07445375,0.2088231,-0.7141588,0.18532816
9,-0.15982641,0.001292807,0.36940134,-0.18222746,0.29088643,0.089021765,-0.6134763,-0.025489027,-0.43620297,0.07074693,-0.956418,0.29983875,-0.065083936,-0.36890307,-0.42693317,0.19462131,0.15126851,-0.007091574,0.06468834,0.23860945,0.039943226,0.33133382,0.46727017,0.026937203,0.043098964,-0.06965173,0.17585737,0.09556328,0.35454157,0.25535727,0.03425141,0.40386698,-0.6427888,0.3766277,-0.25809765,0.1450972,0.28618294,0.086837,-0.13610764,0.14242724,-0.6317679,0.45626554,0.026371373,-0.027067514,0.56371397,0.23965819,0.03693399,-0.73978615,-0.07501894,-0.16713502,0.08962171,0.21204607,-0.050147586,0.24738206,-0.32770407,-0.2717686,0.32928672,0.021859968,0.52755314,-0.2192376,0.46834612,-0.22743618,-0.2719752,0.17156586
